55153-EU-2700;0089902156916;E27 A19 10,5W LED Milky Eco BA 200°;220-240V;E27;10,5;2700;806;15000;82;200;YES;0,12 ;8,27 ;8,07 ;7,88 
55154-EU-2700;0089902156923;E27 A19 11,5W LED Milky Eco BA 200°;220-240V;E27;11,5;2700;1055;15000;82;200;YES;0,12 ;9,19 ;8,97 ;8,75 
42010-EU; ;E27 A19 11W LED Milky White ;220V/240V;E27;11W;27K/30K/40K;870;30000;82;270;YES;0,12 ;8,09 ;7,89 ;7,70 
42032-EU-2200;0089902152000;E27 A19 2W LED Filament Star Amber;220V/240V;E27;2W;2200;200;30000;82;360;YES;0,12 ;17,82 ;17,40 ;16,98 
42031-EU-2200;0089902151997;E27 A19 2W LED Filament Star Clear;220V/240V;E27;2W;2200;200;30000;82;360;YES;0,12 ;17,64 ;17,22 ;16,80 
41159-EU; ;E27 A19 4W LED Filament Zig-Zag Clear;220V/240V;E27;4W;27K/30K/40K;400;30000;82;360;YES;0,12 ;16,83 ;16,43 ;16,03 
42100-EU; ;E27 A19 4W LED Milky White CRI92;220V/240V;E27;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;9,37 ;9,15 ;8,93 
41044-EU; ;E27 A19 4W LED Multi Filament Céramic Clear CRI92;220V/240V;E27;4W;27K/30K/40K;400;30000;82;360;No;0,12 ;7,68 ;7,50 ;7,32 
41068-EU; ;E27 A19 4W LED Multi Filament Clear  ;220V/240V;E27;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;8,64 ;8,43 ;8,23 
41069-EU; ;E27 A19 5W LED Multi Filament Clear  ;220V/240V;E27;5W;27K/30K/40K;500;30000;92;360;YES;0,12 ;5,88 ;5,74 ;5,60 
55076-EU; ;E27 A19 6,5W LED Multi Filament Clear  ;220V/240V;E27;6.5W;27K/30K/40K;700;30000;82;360;YES;0,12 ;10,99 ;10,73 ;10,47 
42073-EU-2200;0089902152536;E27 A19 6W LED Filament Clear CRI92;220V/240V;E27;6W;2200;600;30000;92;360;YES;0,12 ;10,99 ;10,73 ;10,47 
41025-EU; ;E27 A19 6W LED Filament Clear Eco;220V/240V;E27;6W;27K/30K/40K;600;30000;82;360;YES;0,12 ;11,76 ;11,48 ;11,20 
41161-EU; ;E27 A19 6W LED Filament Zig-Zag Clear;220V/240V;E27;6W;27K/30K/40K;600;30000;82;360;YES;0,12 ;12,13 ;11,84 ;11,55 
42101-EU; ;E27 A19 6W LED Milky White CRI92;220V/240V;E27;6W;27K/30K/40K;600;30000;92;360;YES;0,12 ;11,76 ;11,48 ;11,20 
55048-EU; ;E27 A19 6W LED Mirror Clear;220V/240V;E27;6W;27K/30K/40K;600;30000;82;360;YES;0,12 ;12,20 ;11,91 ;11,62 
42045-EU; ;E27 A19 6W LED Multi Filament Amber;220V/240V;E27;6W;2200;600;30000;92;360;YES;0,12 ;11,91 ;11,62 ;11,34 
